,sentence,class
294,"Also,since the data is transmitted simultaneously, the protocolfor marking the beginning and end of each data byte is simpler.",0
295,"On the other hand, parallel cables are more expensive(since they contain more wires) and are generally limitedto a length of 10 feet or so because of electrical interferencebetween the parallel wires.",0
296,"The original parallel interface for personal computerswas designed by Centronics, and a later version of this 36-pin connector remains popular today.",0
297,"Later, IBM designed a25-pin version.",0
298,"In addition to the wires carrying data, additional wires are used to carry control signals",0
299,"After many years of effort researchers have been able tocreate systems that can recognize particular human faces,.",0
300,"On the other hand, any normalsix-month-old child can effortlessly recognize familiarfaces (such as parents).",0
301,"The fundamental task of turningraw data (whether from senses, instruments, or computerfiles) into recognizable objects or drawing inferences iscalled pattern recognition.",0
302,"Pattern recognition is at theheart of many areas of research and application in computing ,.",0
303,"Despite the challenge in getting machines to do what comes naturally for biological organisms, the potentialpayoffs are immense.",0
304,"A pattern-recognition system begins with data, whetherstored or real-time (such as from a robot’s camera).",0
305,The firsttask in turning potentially billions of bytes of data intomeaningful objects is to extract features from what is likelya high proportion of redundant or irrelevant data.,0
306,"(Withvisual images, this often involves finding edges that defineshapes. )",0
307,The extracted features are then classified to determine what objects they might represent.,0
308,"This can be doneby comparing structures to templates or previously classified data or by applying statistical analysis to determine thelikely correlation of the new data to existing patterns ,.",0
309,"Pattern recognition often includes learning algorithmsas well; indeed, the field is often considered to be a subtopicof machine learning.",0
310,"For example, classification systemscan be refined by “training” them and reinforcing successful determinations ,.",0
311,"The first stage in making computing available away fromthe office desk was the development of “portable” and thenlaptop computers in the 1980s ,.",0
